source	type	variable	value	term
Aurum	Medcode	ANXIETY	1626511000006116	Generalised anxiety disorder (GAD-7) score
Aurum	Medcode	ANXIETY	1755921000006119	[X]Acute post-traumatic stress disorder follow military comb
Aurum	Medcode	ANXIETY	1755931000006116	[X]Chron post-traumatic stress disorder follow military comb
Aurum	Medcode	ANXIETY	1755941000006114	[X]Delayed post-traumat stress disorder follow military comb
Aurum	Medcode	ANXIETY	1780506015	HAD scale: anxiety score
Aurum	Medcode	ANXIETY	1803241000006112	POST trial - anxiety screen question 1
Aurum	Medcode	ANXIETY	1803271000006116	POST trial - anxiety screen question 2
Aurum	Medcode	ANXIETY	1806261000006117	Psycho-education - anxiety
Aurum	Medcode	ANXIETY	1808511000006119	Recurrent panic attacks
Aurum	Medcode	ANXIETY	1808521000006110	Panic disorder without agoraphobia
Aurum	Medcode	ANXIETY	1882561000006118	GAD-2 (generalised anxiety disorder 2) scale score
Aurum	Medcode	ANXIETY	1901341000006113	GAD-2 (generalised anxiety disorder 2) scale score
Aurum	Medcode	ANXIETY	1956381000006115	GAD-7 total score (anxiety severity grading)
Aurum	Medcode	ANXIETY	1956431000006111	Keele ENHANCE trial - anxiety/depression
Aurum	Medcode	ANXIETY	1956441000006118	Keele ENHANCE trial - anxiety/depression advice
Aurum	Medcode	ANXIETY	1956461000006119	Keele ENHANCE trial-anxiety/deprs verbal advc-increasng activity
Aurum	Medcode	ANXIETY	1956471000006114	Keele ENHANCE trial-anxiety/depresn verbal advice-healthy eating
Aurum	Medcode	ANXIETY	1956491000006110	Keele ENHANCE trial-anxiety/depresn verbal advice-managing mood
Aurum	Medcode	ANXIETY	1956501000006119	Keele ENHANCE trial-anxiety/depression verbal advice-sleep habit
Aurum	Medcode	ANXIETY	1956521000006112	Keele ENHANCE trial-anxiety/depresn written advc-healthy eating
Aurum	Medcode	ANXIETY	1956541000006117	Keele ENHANCE trial-anxiety/depresn written advice-managing mood
Aurum	Medcode	ANXIETY	1956551000006115	Keele ENHANCE trial-anxiety/depresn written advice-sleep habit
Aurum	Medcode	ANXIETY	1956561000006118	Keele ENHANCE trial - anxiety/depression - no f/up appt needed
Aurum	Medcode	ANXIETY	1956571000006113	Keele ENHANCE trial- anxiety/depression- f/up nurse appt advised
Aurum	Medcode	ANXIETY	1956581000006111	Keele ENHANCE trial- anxiety/depression - f/up nurse appt booked
Aurum	Medcode	ANXIETY	1956591000006114	Keele ENHANCE trial - anxiety/depression - f/up GP appt advised
Aurum	Medcode	ANXIETY	1956601000006118	Keele ENHANCE trial - anxiety/depression - f/up GP appt booked
Aurum	Medcode	ANXIETY	1956621000006111	Keele ENHANCE trial-anxiety/depression- immediate advice from GP
Aurum	Medcode	ANXIETY	1956631000006114	Keele ENHANCE trial-anxiety/dep-signpost to slimming club
Aurum	Medcode	ANXIETY	1956641000006116	Keele ENHANCE trial- anxiety/dep - refer to IAPT programme
Aurum	Medcode	ANXIETY	1956651000006119	Keele ENHANCE trial-anxiety/dep-refer for exercse on prescrption
Aurum	Medcode	ANXIETY	1956821000006110	Keele ENHANCE trial-anxiety/dep-signpost to other support group
Aurum	Medcode	ANXIETY	1956831000006113	Keele ENHANCE trial-anxiety/dep-signpost to online resources
Aurum	Medcode	ANXIETY	1976491000006113	Mixed anxiety and depressive reaction
Aurum	Medcode	ANXIETY	1995071000006115	HoNOS (Health of the Nation Outcome Scales) for working age adults rating scale 8b - anxiety
Aurum	Medcode	ANXIETY	2017961000006113	Keele INCLUDE study - anxiety/depression
Aurum	Medcode	ANXIETY	2139351000000110	EuroQol five dimension five level anxiety depression score
Aurum	Medcode	ANXIETY	223631000000113	Phobic disorders
Aurum	Medcode	ANXIETY	223641000000116	Phobic anxiety disorder
Aurum	Medcode	ANXIETY	2287071000000115	Anxiety about breathlessness
Aurum	Medcode	ANXIETY	2335571000000115	Patient given advice about management of anxiety
Aurum	Medcode	ANXIETY	2391581000000111	Referral for guided self-help for anxiety declined
Aurum	Medcode	ANXIETY	2391701000000114	Anxiety screening declined
Aurum	Medcode	ANXIETY	2404011000000118	GAD-7 (Generalized Anxiety Disorder 7) scale declined
Aurum	Medcode	ANXIETY	2518361000000115	Hospital Anxiety and Depression Scale declined
Aurum	Medcode	ANXIETY	2549138014	Depression anxiety stress scales anxiety score
Aurum	Medcode	ANXIETY	2549296017	Depression anxiety stress scales stress score
Aurum	Medcode	ANXIETY	2549495015	Depression anxiety stress scales depression score
Aurum	Medcode	ANXIETY	2549895012	O/E - panic attack
Aurum	Medcode	ANXIETY	2618241000000117	Anxiety resolved
Aurum	Medcode	ANXIETY	2618361000000113	Referral for psychological management of anxiety
Aurum	Medcode	ANXIETY	2618401000000116	Referral for psychological management of anxiety declined
Aurum	Medcode	ANXIETY	2652351000000117	Signposting to Anxiety UK
Aurum	Medcode	ANXIETY	2659511000000118	Signposting to OCD-UK (Obsessive-Compulsive Disorder-UK)
Aurum	Medcode	ANXIETY	2659531000000114	Signposting to OCD (Obsessive-Compulsive Disorder) Action
Aurum	Medcode	ANXIETY	2682511000006110	Anticipatory anxiety, mild
Aurum	Medcode	ANXIETY	269821000006113	Obsessive-compulsive disorders
Aurum	Medcode	ANXIETY	283464017	Antiphobic therapy
Aurum	Medcode	ANXIETY	2848291000006116	Generalized anxiety disorder
Aurum	Medcode	ANXIETY	2848301000006115	GAD - Generalized anxiety disorder
Aurum	Medcode	ANXIETY	2848311000006117	GAD - Generalised anxiety disorder
Aurum	Medcode	ANXIETY	2882975016	Short health anxiety inventory
Aurum	Medcode	ANXIETY	2907991000006110	Social anxiety disorder
Aurum	Medcode	ANXIETY	294953016	Anxiety state unspecified
Aurum	Medcode	ANXIETY	294960010	Chronic anxiety
Aurum	Medcode	ANXIETY	294961014	Recurrent anxiety
Aurum	Medcode	ANXIETY	294963012	Anxiety state
Aurum	Medcode	ANXIETY	294991016	Phobia unspecified
Aurum	Medcode	ANXIETY	294992011	Agoraphobia with panic attacks
Aurum	Medcode	ANXIETY	294993018	Agoraphobia without mention of panic attacks
Aurum	Medcode	ANXIETY	294994012	Social phobia, fear of eating in public
Aurum	Medcode	ANXIETY	294995013	Social phobia, fear of public speaking
Aurum	Medcode	ANXIETY	294996014	Social phobia, fear of public washing
Aurum	Medcode	ANXIETY	295011010	Anancastic neurosis
Aurum	Medcode	ANXIETY	295015018	Compulsive neurosis
Aurum	Medcode	ANXIETY	295016017	Obsessional neurosis
Aurum	Medcode	ANXIETY	295017014	Obsessive-compulsive disorder NOS
Aurum	Medcode	ANXIETY	296224013	[X]Phobic anxiety disorders
Aurum	Medcode	ANXIETY	296236019	[X]Other phobic anxiety disorders
Aurum	Medcode	ANXIETY	296237011	[X]Phobic anxiety disorder, unspecified
Aurum	Medcode	ANXIETY	296238018	[X]Other anxiety disorders
Aurum	Medcode	ANXIETY	296239014	[X]Panic disorder [episodic paroxysmal anxiety]
Aurum	Medcode	ANXIETY	296245018	[X]Other mixed anxiety disorders
Aurum	Medcode	ANXIETY	296249012	[X]Anxiety disorder, unspecified
Aurum	Medcode	ANXIETY	296251011	[X]Predominantly obsessional thoughts or ruminations
Aurum	Medcode	ANXIETY	296253014	[X]Mixed obsessional thoughts and acts
Aurum	Medcode	ANXIETY	296254015	[X]Other obsessive-compulsive disorders
Aurum	Medcode	ANXIETY	296255019	[X]Obsessive-compulsive disorder, unspecified
Aurum	Medcode	ANXIETY	296722013	[X]Separation anxiety disorder of childhood
Aurum	Medcode	ANXIETY	300681000000118	Referral for guided self-help for anxiety
Aurum	Medcode	ANXIETY	304838011	Anxiety state
Aurum	Medcode	ANXIETY	3070671000006111	Anticipatory anxiety
Aurum	Medcode	ANXIETY	3090721000006114	Anticipatory anxiety, moderate
Aurum	Medcode	ANXIETY	3265831000006118	Adjustment disorder with anxiety
Aurum	Medcode	ANXIETY	3287741000006111	Anxiety
Aurum	Medcode	ANXIETY	3287771000006115	Anxiety reaction
Aurum	Medcode	ANXIETY	33475016	Claustrophobia
Aurum	Medcode	ANXIETY	339044013	Panic attack
Aurum	Medcode	ANXIETY	342665019	Anxiety management training
Aurum	Medcode	ANXIETY	3497371000006119	Moderate anxiety
Aurum	Medcode	ANXIETY	362181000006117	[X]Acrophobia
Aurum	Medcode	ANXIETY	362871000006111	[X]Agoraphobia
Aurum	Medcode	ANXIETY	362881000006114	[X]Agoraphobia without history of panic disorder
Aurum	Medcode	ANXIETY	3630001000006116	Anxiety hyperventilation
Aurum	Medcode	ANXIETY	363281000006117	[X]Animal phobias
Aurum	Medcode	ANXIETY	363361000006117	[X]Anthropophobia
Aurum	Medcode	ANXIETY	363641000006114	[X]Anxiety hysteria
Aurum	Medcode	ANXIETY	363651000006111	Anxiety neurosis
Aurum	Medcode	ANXIETY	363661000006113	[X]Anxiety NOS
Aurum	Medcode	ANXIETY	363671000006118	[X]Anxiety reaction
Aurum	Medcode	ANXIETY	363681000006115	[X]Anxiety state
Aurum	Medcode	ANXIETY	3654681000006114	Mild anxiety
Aurum	Medcode	ANXIETY	370049015	Flying phobia
Aurum	Medcode	ANXIETY	370861000006110	[X]Childhood overanxious disorder
Aurum	Medcode	ANXIETY	371071000006117	[X]Claustrophobia
Aurum	Medcode	ANXIETY	371231000006113	[X]Combat fatigue
Aurum	Medcode	ANXIETY	378291000006117	[X]Dream anxiety disorder
Aurum	Medcode	ANXIETY	3810661000006112	Severe anxiety (panic)
Aurum	Medcode	ANXIETY	3822891000006112	Free-floating anxiety
Aurum	Medcode	ANXIETY	388071000006116	[X]Generalized anxiety disorder
Aurum	Medcode	ANXIETY	3950381000006113	Anxiety about blushing
Aurum	Medcode	ANXIETY	398351000006110	[X]Mild anxiety depression
Aurum	Medcode	ANXIETY	398561000006117	[X]Mixed anxiety and depressive disorder
Aurum	Medcode	ANXIETY	400321000006113	[X]Obsessive - compulsive disorder
Aurum	Medcode	ANXIETY	400341000006118	[X]Obsessive-compulsive neurosis
Aurum	Medcode	ANXIETY	401780016	Phobic disorder NOS
Aurum	Medcode	ANXIETY	401783019	Neurotic disorder NOS
Aurum	Medcode	ANXIETY	401881014	[X]Other specified anxiety disorders
Aurum	Medcode	ANXIETY	403931000006116	Organic anxiety disorder
Aurum	Medcode	ANXIETY	405031000006119	[X]Other sedatives, hypnotics and antianxiety drugs causing adverse effects in therapeutic use
Aurum	Medcode	ANXIETY	408988011	Hospital anxiety and depression scale
Aurum	Medcode	ANXIETY	418031000006113	[X]Panic attack
Aurum	Medcode	ANXIETY	418051000006118	[X]Panic disorder with agoraphobia
Aurum	Medcode	ANXIETY	418061000006116	[X]Panic state
Aurum	Medcode	ANXIETY	4196231000006110	Dream anxiety disorder
Aurum	Medcode	ANXIETY	419841000006116	[X]Persistant anxiety depression
Aurum	Medcode	ANXIETY	420631000006114	[X]Phobia NOS
Aurum	Medcode	ANXIETY	420641000006116	[X]Phobic anxiety disorder of childhood
Aurum	Medcode	ANXIETY	420671000006112	[X]Phobic state NOS
Aurum	Medcode	ANXIETY	423021000006114	[X]Post - traumatic stress disorder
Aurum	Medcode	ANXIETY	425811000006113	[X]Sedatives, hypnotics and antianxiety drugs causing adverse effects in therapeutic use
Aurum	Medcode	ANXIETY	426871000006113	[X]Simple phobia
Aurum	Medcode	ANXIETY	427051000006113	[X]Social anxiety disorder of childhood
Aurum	Medcode	ANXIETY	427061000006110	[X]Social neurosis
Aurum	Medcode	ANXIETY	427071000006115	[X]Social phobias
Aurum	Medcode	ANXIETY	427231000006111	[X]Specific (isolated) phobias
Aurum	Medcode	ANXIETY	430251000006119	[X]Unspecified sedative, hypnotic and antianxiety drugs causing adverse effects in therapeutic use
Aurum	Medcode	ANXIETY	4539991000006111	History of anxiety state
Aurum	Medcode	ANXIETY	481154010	Generalised anxiety disorder
Aurum	Medcode	ANXIETY	488201000006114	Anxiety disorder
Aurum	Medcode	ANXIETY	488211000006112	Anxiety with depression
Aurum	Medcode	ANXIETY	4937701000006118	Acknowledging anxiety
Aurum	Medcode	ANXIETY	4944401000006116	Anxiety about treatment
Aurum	Medcode	ANXIETY	4944421000006114	Anxiety about loss of control
Aurum	Medcode	ANXIETY	4944481000006113	Anxiety about not coping with parenthood
Aurum	Medcode	ANXIETY	4944501000006115	Anxiety about making mistakes
Aurum	Medcode	ANXIETY	4944521000006113	Anxiety about altered body image
Aurum	Medcode	ANXIETY	4948981000006112	Alleviating anxiety
Aurum	Medcode	ANXIETY	5024071000006118	Anxiety depression
Aurum	Medcode	ANXIETY	5024101000006111	Anxiety hysteria
Aurum	Medcode	ANXIETY	504351000006118	Beck anxiety inventory
Aurum	Medcode	ANXIETY	5248991000006117	Anxiety and fear
Aurum	Medcode	ANXIETY	5249061000006116	Anxiety about body function or health
Aurum	Medcode	ANXIETY	5249071000006111	Anxiety about health
Aurum	Medcode	ANXIETY	5249261000006112	Anxiety about behaviour or performance
Aurum	Medcode	ANXIETY	5249271000006117	Anxiety about social functioning
Aurum	Medcode	ANXIETY	5548991000006110	Clinical anxiety scale
Aurum	Medcode	ANXIETY	5549571000006113	Depression anxiety scale
Aurum	Medcode	ANXIETY	5551611000006116	HADS - Hospital anxiety and depression scale
Aurum	Medcode	ANXIETY	5551621000006112	HAD - Hospital anxiety and depression scale
Aurum	Medcode	ANXIETY	5605231000006114	Anxiety about choking
Aurum	Medcode	ANXIETY	5605241000006116	Anxiety about swallowing
Aurum	Medcode	ANXIETY	5605251000006119	Anxiety about collapsing
Aurum	Medcode	ANXIETY	5605261000006117	Anxiety about shaking
Aurum	Medcode	ANXIETY	5605271000006112	Anxiety about sweating
Aurum	Medcode	ANXIETY	5605281000006110	Anxiety about dying
Aurum	Medcode	ANXIETY	5605341000006111	Anxiety about becoming fat
Aurum	Medcode	ANXIETY	5605371000006115	Anxiety about fainting
Aurum	Medcode	ANXIETY	5605381000006117	Anxiety about having a heart attack
Aurum	Medcode	ANXIETY	5605411000006119	Anxiety about appearing ridiculous
Aurum	Medcode	ANXIETY	5605421000006110	Anxiety about saying the wrong thing
Aurum	Medcode	ANXIETY	5628441000006118	Performance anxiety
Aurum	Medcode	ANXIETY	566931000000114	Generalised anxiety disorder 7 item score
Aurum	Medcode	ANXIETY	5717641000006118	Level of anxiety
Aurum	Medcode	ANXIETY	5718761000006110	Character trait finding of level of anxiety
Aurum	Medcode	ANXIETY	5886461000006119	Parental anxiety
Aurum	Medcode	ANXIETY	5886481000006112	Anxiety attack
Aurum	Medcode	ANXIETY	5932991000006115	Beck anxiety inventory
Aurum	Medcode	ANXIETY	6025521000006113	Anxiety counselling
Aurum	Medcode	ANXIETY	6025551000006116	Counselling for anxiety
Aurum	Medcode	ANXIETY	6358151000006115	Episodic paroxysmal anxiety disorder
Aurum	Medcode	ANXIETY	647711000006111	EPNDS question 4 - anxiety
Aurum	Medcode	ANXIETY	6651471000006117	Hospital Anxiety and Depression scale: anxiety score
Aurum	Medcode	ANXIETY	6651491000006116	Hospital Anxiety and Depression scale: depression score
Aurum	Medcode	ANXIETY	7308431000006110	Generalized anxiety disorder 7 item score
Aurum	Medcode	ANXIETY	7308441000006117	GAD (generalised anxiety disorder) 7 item score
Aurum	Medcode	ANXIETY	7310811000006117	Assessment using generalised anxiety disorder 7 item score
Aurum	Medcode	ANXIETY	7310821000006113	Assessment using generalized anxiety disorder 7 item score
Aurum	Medcode	ANXIETY	7317151000006110	Assessment using hospital anxiety and depression scale
Aurum	Medcode	ANXIETY	7317161000006112	Assessment using HADS (hospital anxiety and depression scale)
Aurum	Medcode	ANXIETY	7330171000006111	Health anxiety inventory short week score
Aurum	Medcode	ANXIETY	7591921000006114	Generalised anxiety disorder 7 item scale
Aurum	Medcode	ANXIETY	7591931000006112	Generalized anxiety disorder 7 item scale
Aurum	Medcode	ANXIETY	7591941000006119	GAD-7 - Generalised Anxiety Disorder 7
Aurum	Medcode	ANXIETY	7663271000006111	Management of anxiety
Aurum	Medcode	ANXIETY	7733361000006112	GAD-7 (Generalised Anxiety Disorder 7) scale declined
Aurum	Medcode	ANXIETY	7733381000006119	Assessment using Generalised Anxiety Disorder 7 item scale declined
Aurum	Medcode	ANXIETY	7751711000006112	Assessment using RCADS (Revised Children's Anxiety and Depression Scale)
Aurum	Medcode	ANXIETY	7753431000006111	Beck Anxiety Inventory score
Aurum	Medcode	ANXIETY	8103671000006118	Anxiety about lethargy
Aurum	Medcode	ANXIETY	8113001000006117	Stranger anxiety
Aurum	Medcode	ANXIETY	8269201000006111	EQ-5D-5L (EuroQol five dimension five level) anxiety depression score
Aurum	Medcode	ANXIETY	8278471000006118	GAD-2 (generalised anxiety disorder 2) scale
Aurum	Medcode	ANXIETY	8278491000006117	Assessment using GAD-2 (generalised anxiety disorder 2) scale
Aurum	Medcode	ANXIETY	8297491000006114	Education about anxiety
Aurum	Medcode	ANXIETY	8368131000006110	HoNOS-LD (Health of the Nation Outcome Scales for People with Learning Disabilities) rating scale 3D score - anxiety, phobias, obsessive or compulsive behaviour
Aurum	Medcode	ANXIETY	8368371000006110	HADS (Hospital Anxiety and Depression Scale) declined
Aurum	Medcode	ANXIETY	8434121000006116	Mental Health Anxiety Disorders TOM (Therapy Outcome Measure) activity score
Aurum	Medcode	ANXIETY	851141000006112	Phonophobia
Aurum	Medcode	ANXIETY	851351000006112	School phobia
Aurum	Medcode	ANXIETY	853201000006116	Obsessional compulsive psychosis
Aurum	Medcode	ANXIETY	853241000006119	Phobic anxiety
Aurum	Medcode	ANXIETY	882371000006118	Phobic state
Aurum	Medcode	ANXIETY	882381000006115	Agoraphobia
Aurum	Medcode	ANXIETY	882391000006117	Other phobias
Aurum	Medcode	ANXIETY	882651000006119	Chron post-traum stress dis
Aurum	Medcode	ANXIETY	90724016	Simple phobia
Aurum	Medcode	ANXIETY	909691000006113	[RFC] Anxiety management
Aurum	Medcode	ANXIETY	909701000006113	[RFC] Post traumatic stress disorder
Aurum	Medcode	ANXIETY	932131000006118	Needle phobia
Aurum	Medcode	ANXIETY	972931000006117	** The treatment of anxiety disorders
Aurum	Medcode	ANXIETY	97986013	Acrophobia
Aurum	Medcode	ANXIETY	980191000006111	[X]Needle phobia
Aurum	Medcode	ANXIETY	982251000006112	Depression anxiety stress scales stress score
Aurum	Medcode	ANXIETY	988881000006118	Agoraphobia
Aurum	Medcode	ANXIETY	9901161000006119	Mild major depressive disorder co-occurrent with anxiety single episode
Aurum	Medcode	ANXIETY	9901261000006114	Moderate major depressive disorder co-occurrent with anxiety single episode
Aurum	Medcode	ANXIETY	9901281000006116	Severe major depressive disorder co-occurrent with anxiety single episode
Aurum	Medcode	ANXIETY	991621000006112	Needle phobia
Aurum	Medcode	BMI	100716012	Body mass index
Aurum	Medcode	BMI	11923361000006119	Finding of body mass index
Aurum	Medcode	BMI	1551651000000111	Body mass index centile
Aurum	Medcode	BMI	1728141000006115	BMI centile
Aurum	Medcode	BMI	1808061000006114	Body mass index less than 18.5
Aurum	Medcode	BMI	1808071000006119	Body mass index 18.5-24.9
Aurum	Medcode	BMI	1865591000006119	Ten year hip fracture probability score using FRAX (Fracture Risk Assessment Tool) with body mass index
Aurum	Medcode	BMI	1865611000006113	Ten year osteoporotic fracture probability score using FRAX (Fracture Risk Assessment Tool) with body mass index
Aurum	Medcode	BMI	1900331000006113	Obese class III (body mass index equal to or greater than 40.0)
Aurum	Medcode	BMI	1991711000006112	Reason for influenza vaccine - BMI 40+
Aurum	Medcode	BMI	1995621000006110	Malnutrition universal screening tool - BMI score
Aurum	Medcode	BMI	2160062010	Body mass index 40+ - severely obese
Aurum	Medcode	BMI	2196031000000118	Baseline body mass index centile
Aurum	Medcode	BMI	2196071000000116	Baseline body mass index
Aurum	Medcode	BMI	2350241000000116	Obese class I (body mass index 30.0 - 34.9)
Aurum	Medcode	BMI	2350261000000115	Obese class II (body mass index 35.0 - 39.9)
Aurum	Medcode	BMI	2474325012	Body mass index 20-24 - normal
Aurum	Medcode	BMI	253844013	Normal body mass index
Aurum	Medcode	BMI	253847018	Body mass index index 25-29 - overweight
Aurum	Medcode	BMI	253848011	Body mass index 30+ - obesity
Aurum	Medcode	BMI	3070611000006119	Normal BMI (body mass index)
Aurum	Medcode	BMI	3484801000006114	BMI - Body mass index
Aurum	Medcode	BMI	453856012	Body mass index less than 20
Aurum	Medcode	BMI	4553701000006115	Body mass index 25-29 - overweight
Aurum	Medcode	BMI	4553721000006113	BMI 25-29 - overweight
Aurum	Medcode	BMI	4553741000006118	BMI 30+ - obesity
Aurum	Medcode	BMI	5892201000006119	Observation of body mass index
Aurum	Medcode	BMI	5998281000006119	BMI less than 20
Aurum	Medcode	BMI	6763391000006114	Body mass index 40+ - morbidly obese
Aurum	Medcode	BMI	6763401000006111	BMI (body mass index) 40+ - severely obese
Aurum	Medcode	BMI	7068841000006116	Body mass index less than 16.5
Aurum	Medcode	BMI	7332961000006118	BMI (body mass index) centile
Aurum	Medcode	BMI	7732441000006111	Percentage median body mass index for age and sex
Aurum	Medcode	BMI	7833991000006118	Overweight in adulthood with body mass index of 25 or more but less than 30
Aurum	Medcode	BMI	8286961000006110	Baseline BMI (body mass index) centile
Aurum	Medcode	BMI	8286991000006119	Baseline BMI (body mass index)
Aurum	Medcode	BMI	8291811000006111	Maximum BMI (body mass index)
Aurum	Medcode	BMI	923861000006112	Body mass index
Aurum	Medcode	BMI	981731000006117	Overweight: adult BMI 25.0; child BMI 95th percentile; or more
Aurum	Medcode	BMI	981741000006110	Underweight: adult BMI 18.5; child BMI 5th percentile; or less
Aurum	Medcode	DEPRESSION	12127531000006113	Recurrent mild major depressive disorder co-occurrent with anxiety (disorder)
Aurum	Medcode	DEPRESSION	12127551000006118	Recurrent moderate major depressive disorder co-occurrent with anxiety (disorder)
Aurum	Medcode	DEPRESSION	138421012	Agitated depression (disorder)
Aurum	Medcode	DEPRESSION	142521000006110	Major depression single episode, in partial remission (disorder)
Aurum	Medcode	DEPRESSION	142541000006115	Severe major depression, single episode (disorder)
Aurum	Medcode	DEPRESSION	1715181000006114	Moderate major depression (disorder)
Aurum	Medcode	DEPRESSION	1715191000006112	Severe major depression with psychotic features (disorder)
Aurum	Medcode	DEPRESSION	1715771000006112	Mild major depression (disorder)
Aurum	Medcode	DEPRESSION	1715781000006110	Severe major depression without psychotic features (disorder)
Aurum	Medcode	DEPRESSION	1755901000006112	Single major depressive episode, severe, with psychosis, psychosis in remission (disorder)
Aurum	Medcode	DEPRESSION	1755911000006110	Recurrent major depressive episodes, severe, with psychosis, psychosis in remission (disorder)
Aurum	Medcode	DEPRESSION	182721000006111	Recurrent major depressive episodes (disorder)
Aurum	Medcode	DEPRESSION	182771000006112	Recurrent major depressive episodes, severe (disorder)
Aurum	Medcode	DEPRESSION	182801000006114	Recurrent major depressive episodes, in partial remission (disorder)
Aurum	Medcode	DEPRESSION	202561000006114	Prolonged depressive adjustment reaction (disorder)
Aurum	Medcode	DEPRESSION	213641000000111	Mild depression (disorder)
Aurum	Medcode	DEPRESSION	223741000000112	Severe depression (disorder)
Aurum	Medcode	DEPRESSION	2729751000000118	Recurrent depression with current severe episode and psychotic features (disorder)
Aurum	Medcode	DEPRESSION	2729991000000112	Recurrent depression with current severe episode without psychotic features (disorder)
Aurum	Medcode	DEPRESSION	2730011000000110	Recurrent depression with current moderate episode (disorder)
Aurum	Medcode	DEPRESSION	2798691000006112	Moderate recurrent major depression (disorder)
Aurum	Medcode	DEPRESSION	2914841000006115	Major depressive disorder, single episode with postpartum onset (disorder)
Aurum	Medcode	DEPRESSION	294642013	Presenile dementia with depression (disorder)
Aurum	Medcode	DEPRESSION	294646011	Senile dementia with depression (disorder)
Aurum	Medcode	DEPRESSION	294824018	Major depression, single episode (disorder)
Aurum	Medcode	DEPRESSION	294825017	Mild major depression, single episode (disorder)
Aurum	Medcode	DEPRESSION	294826016	Moderate major depression, single episode (disorder)
Aurum	Medcode	DEPRESSION	294828015	Single major depressive episode, severe, with psychosis (disorder)
Aurum	Medcode	DEPRESSION	294831019	Single episode of major depression in full remission (disorder)
Aurum	Medcode	DEPRESSION	294832014	Major depression, single episode (disorder)
Aurum	Medcode	DEPRESSION	294836012	Recurrent major depressive episodes (disorder)
Aurum	Medcode	DEPRESSION	294837015	Recurrent major depressive episodes, mild (disorder)
Aurum	Medcode	DEPRESSION	294838013	Recurrent major depressive episodes, moderate (disorder)
Aurum	Medcode	DEPRESSION	294840015	Recurrent major depressive episodes, severe, with psychosis (disorder)
Aurum	Medcode	DEPRESSION	294844012	Recurrent depression (disorder)
Aurum	Medcode	DEPRESSION	294845013	Recurrent major depressive episodes (disorder)
Aurum	Medcode	DEPRESSION	294894013	Atypical depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	294917018	Reactive depressive psychosis (disorder)
Aurum	Medcode	DEPRESSION	294918011	Reactive depressive psychosis (disorder)
Aurum	Medcode	DEPRESSION	295535012	Depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	295537016	Chronic depression (disorder)
Aurum	Medcode	DEPRESSION	2957311000006113	Severe recurrent major depression with psychotic features (disorder)
Aurum	Medcode	DEPRESSION	296137015	Mild depression (disorder)
Aurum	Medcode	DEPRESSION	296138013	Moderate depression (disorder)
Aurum	Medcode	DEPRESSION	296180012	Mild depression (disorder)
Aurum	Medcode	DEPRESSION	296181011	Moderate depression (disorder)
Aurum	Medcode	DEPRESSION	296198011	Depressive disorder in remission (disorder)
Aurum	Medcode	DEPRESSION	296199015	Recurrent depression (disorder)
Aurum	Medcode	DEPRESSION	296245018	Mixed anxiety and depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	3071791000006111	Depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	3071801000006112	Depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	3087971000006112	Severe recurrent major depression without psychotic features (disorder)
Aurum	Medcode	DEPRESSION	3094951000006111	Major depression, single episode (disorder)
Aurum	Medcode	DEPRESSION	3149661000006117	Mild recurrent major depression (disorder)
Aurum	Medcode	DEPRESSION	3153071000006116	Recurrent brief depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	346972018	Endogenous depression first episode (disorder)
Aurum	Medcode	DEPRESSION	346973011	Masked depression (disorder)
Aurum	Medcode	DEPRESSION	359121000006116	Reactive depression (situational) (disorder)
Aurum	Medcode	DEPRESSION	366561000006119	Atypical depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	367061000006114	Psychosis and severe depression co-occurrent and due to bipolar affective disorder (disorder)
Aurum	Medcode	DEPRESSION	369982012	Seasonal affective disorder (disorder)
Aurum	Medcode	DEPRESSION	3700911000006115	Severe major depression with psychotic features (disorder)
Aurum	Medcode	DEPRESSION	3743451000006110	Severe major depression, single episode, without psychotic features (disorder)
Aurum	Medcode	DEPRESSION	376691000006116	Depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	376711000006118	Depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	376721000006114	Depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	376741000006119	Dysthymia (disorder)
Aurum	Medcode	DEPRESSION	379431000006113	Dysthymia (disorder)
Aurum	Medcode	DEPRESSION	379771000006116	Severe major depression with psychotic features (disorder)
Aurum	Medcode	DEPRESSION	379781000006118	Endogenous depression (disorder)
Aurum	Medcode	DEPRESSION	396081000006116	Recurrent major depressive episodes (disorder)
Aurum	Medcode	DEPRESSION	396771000006117	Severe recurrent major depression without psychotic features (disorder)
Aurum	Medcode	DEPRESSION	396781000006119	Psychosis and severe depression co-occurrent and due to bipolar affective disorder (disorder)
Aurum	Medcode	DEPRESSION	398351000006110	Mixed anxiety and depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	398561000006117	Mixed anxiety and depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	398841000006119	Depressive disorder (disorder)
Aurum	Medcode	DEPRESSION	399841000006110	Dysthymia (disorder)
